Category	GeneID	geneSymbol	chr	strand	riExonStart_0base	riExonEnd	upstreamES	upstreamEE	downstreamES	downstreamEE
RI	ENSBTAG00000001552	EPC1	chr13	+	33129770	33130725	33129770	33129862	33129973	33130725
RI	ENSBTAG00000001552	EPC1	chr13	+	33129973	33130725	33129973	33130028	33130599	33130725
RI	ENSBTAG00000002347	MAST3	chr7	-	5096728	5097420	5096728	5096889	5097341	5097420
RI	ENSBTAG00000054059	MYCL	chr3	+	106185439	106186623	106185439	106186021	106186118	106186623
RI	ENSBTAG00000009861	FRS3	chr23	-	15588262	15589373	15588262	15588449	15589284	15589373
RI	ENSBTAG00000020037	CYB5RL	chr3	+	92057960	92060024	92057960	92058077	92058164	92060024
RI	ENSBTAG00000020597	FMO3	chr16	+	38661917	38662106	38661917	38661952	38662039	38662106
RI	ENSBTAG00000053497	GNLY	chr11	-	49258416	49259113	49258416	49258599	49258944	49259113
RI	ENSBTAG00000048842	NA	chr23	+	14286404	14287288	14286404	14287031	14287218	14287288
RI	ENSBTAG00000009768	IFIT3	chr26	+	11043453	11044124	11043453	11043706	11043952	11044124
RI	ENSBTAG00000034384	VWA3B	chr11	+	3542410	3542522	3542410	3542440	3542442	3542522
RI	ENSBTAG00000006938	PPM1F	chr17	+	71979316	71980098	71979316	71979519	71979909	71980098
RI	ENSBTAG00000046129	RAB34	chr19	-	20140922	20141179	20140922	20141013	20141097	20141179
RI	ENSBTAG00000021897	B4GALT3	chr3	+	8321013	8322084	8321013	8321121	8321938	8322084
RI	ENSBTAG00000021897	B4GALT3	chr3	+	8321013	8322084	8321013	8321377	8321938	8322084
RI	ENSBTAG00000021897	B4GALT3	chr3	+	8321938	8322705	8321938	8322084	8322430	8322705
RI	ENSBTAG00000012987	ULK1	chr17	-	45198892	45199686	45198892	45198985	45199322	45199686
RI	ENSBTAG00000006515	NA	chr16	-	46919367	46919812	46919367	46919560	46919650	46919812
RI	ENSBTAG00000014792	MAP4K5	chr10	-	43437679	43438638	43437679	43437896	43438151	43438638
RI	ENSBTAG00000038706	MT1E	chr18	-	24030523	24031672	24030523	24030589	24031280	24031672
RI	ENSBTAG00000050846	NA	chr25	+	2492342	2492579	2492342	2492381	2492522	2492579
RI	ENSBTAG00000005385	POP5	chr17	-	62853531	62854683	62853531	62853674	62853758	62854683
RI	ENSBTAG00000020801	CYRIB	chr14	+	10746131	10747205	10746131	10746214	10747122	10747205
RI	ENSBTAG00000054053	NA	chr29	-	41155966	41156243	41155966	41156003	41156214	41156243
RI	ENSBTAG00000019542	MRPL39	chr1	+	10823241	10824391	10823241	10823415	10824184	10824391
RI	ENSBTAG00000019049	AATK	chr19	+	51566969	51567806	51566969	51567049	51567687	51567806
RI	ENSBTAG00000014676	SHROOM1	chr7	-	44420362	44421245	44420362	44420516	44420966	44421245
RI	ENSBTAG00000021093	RPS16	chr18	-	49124861	49125260	49124861	49124963	49125099	49125260
RI	ENSBTAG00000009676	STK25	chr3	-	120621645	120622330	120621645	120621769	120622215	120622330
RI	ENSBTAG00000051765	NA	chr3	+	16835139	16835826	16835139	16835303	16835657	16835826
RI	ENSBTAG00000021018	KHSRP	chr7	+	18046058	18047821	18046058	18046219	18047320	18047821
RI	ENSBTAG00000000536	ZNF395	chr8	+	10380306	10384049	10380306	10380410	10380599	10384049
RI	ENSBTAG00000003020	SSC4D	chr25	-	34423679	34424270	34423679	34423985	34424234	34424270
RI	ENSBTAG00000015117	GADD45GIP1	chr7	+	12609483	12609853	12609483	12609604	12609661	12609853
RI	ENSBTAG00000016852	SNIP1	chr3	+	108354078	108355571	108354078	108354328	108354934	108355571
RI	ENSBTAG00000007823	TG	chr14	-	8451755	8452392	8451755	8451853	8452283	8452392
RI	ENSBTAG00000015017	GAL3ST4	chr25	+	36242920	36243711	36242920	36243233	36243407	36243711
RI	ENSBTAG00000008147	MICAL1	chr9	+	40709962	40710698	40709962	40710036	40710420	40710698
RI	ENSBTAG00000016937	C7H19orf67	chr7	+	11611605	11612550	11611605	11611944	11612253	11612550
RI	ENSBTAG00000022158	TNNT3	chr29	-	49590997	49591577	49590997	49591015	49591420	49591577
RI	ENSBTAG00000022158	TNNT3	chr29	-	49590997	49591577	49590997	49591015	49591544	49591577
RI	ENSBTAG00000022158	TNNT3	chr29	-	49591420	49591577	49591420	49591434	49591544	49591577
RI	ENSBTAG00000010532	KCTD11	chr19	+	27051327	27055354	27051327	27051377	27051687	27055354
RI	ENSBTAG00000012751	BTBD6	chr21	+	69573708	69574296	69573708	69574130	69574205	69574296
RI	ENSBTAG00000001250	TFAP2A	chr23	+	45624232	45624667	45624232	45624290	45624429	45624667
RI	ENSBTAG00000003747	PTGR2	chr10	+	85273916	85275390	85273916	85273956	85274835	85275390
RI	ENSBTAG00000013472	COL1A2	chr4	+	11786194	11786393	11786194	11786248	11786339	11786393
RI	ENSBTAG00000011616	MPO	chr19	-	9258484	9259279	9258484	9258562	9258719	9259279
RI	ENSBTAG00000013436	HAUS5	chr18	+	46341299	46341644	46341299	46341405	46341484	46341644
RI	ENSBTAG00000051314	NA	chr21	+	34561705	34562188	34561705	34561867	34562084	34562188
RI	ENSBTAG00000001406	MAB21L3	chr3	-	27207007	27207255	27207007	27207071	27207199	27207255
RI	ENSBTAG00000014300	SLC6A5	chr29	-	24371946	24372489	24371946	24372238	24372337	24372489
RI	ENSBTAG00000000061	PCDH7	chr6	+	49958088	49961268	49958088	49958886	49959024	49961268
RI	ENSBTAG00000016486	SORBS2	chr27	-	15861983	15862949	15861983	15862170	15862776	15862949
RI	ENSBTAG00000010217	ZNF318	chr23	-	16939015	16939320	16939015	16939123	16939258	16939320
RI	ENSBTAG00000015277	PCF11	chr29	-	12493051	12494616	12493051	12493629	12494088	12494616
RI	ENSBTAG00000013653	NFE2L1	chr19	-	38423506	38424998	38423506	38424403	38424487	38424998
RI	ENSBTAG00000054317	NA	chr7	+	18736542	18737297	18736542	18736654	18737180	18737297
RI	ENSBTAG00000006999	RYR1	chr18	+	48351930	48352755	48351930	48352104	48352137	48352755
RI	ENSBTAG00000050675	BOLA3	chr11	+	10512727	10514090	10512727	10512749	10513167	10514090
RI	ENSBTAG00000012048	CARM1	chr7	+	15361925	15362293	15361925	15361994	15362150	15362293
RI	ENSBTAG00000014608	KDM1B	chr23	-	39431141	39431711	39431141	39431185	39431520	39431711
RI	ENSBTAG00000016664	SLC2A4RG	chr13	-	54030666	54031282	54030666	54030778	54030865	54031282
RI	ENSBTAG00000016629	ADCY9	chr25	-	3346986	3349173	3346986	3348720	3349011	3349173
RI	ENSBTAG00000030335	ALDH4A1	chr2	+	133778537	133778837	133778537	133778687	133778762	133778837
RI	ENSBTAG00000025233	CBARP	chr7	-	43678401	43679019	43678401	43678466	43678913	43679019
RI	ENSBTAG00000015125	KLK5	chr18	-	56942084	56942537	56942084	56942168	56942463	56942537
RI	ENSBTAG00000000170	GSTT4	chr17	+	71312918	71313645	71312918	71313006	71313494	71313645
RI	ENSBTAG00000000170	GSTT4	chr17	+	71312918	71313645	71312918	71313006	71313530	71313645
RI	ENSBTAG00000052914	NA	chr7	+	98301574	98302201	98301574	98301965	98302074	98302201
RI	ENSBTAG00000002210	LAS1L	chrX	+	94949494	94950515	94949494	94950307	94950477	94950515
RI	ENSBTAG00000000501	KLHL13	chrX	-	2163762	2164567	2163762	2163807	2164314	2164567
RI	ENSBTAG00000021661	APAF1	chr5	+	62784905	62785441	62784905	62785084	62785251	62785441
RI	ENSBTAG00000021661	APAF1	chr5	+	62866919	62870937	62866919	62867083	62867974	62870937
RI	ENSBTAG00000038496	CR2	chr16	+	5412682	5413292	5412682	5412782	5413206	5413292
RI	ENSBTAG00000048824	PET100	chr7	+	16474630	16475508	16474630	16475000	16475421	16475508
RI	ENSBTAG00000053806	NA	chr7	+	5747268	5747721	5747268	5747329	5747602	5747721
RI	ENSBTAG00000002890	RBM10	chrX	+	85533252	85533885	85533252	85533305	85533743	85533885
RI	ENSBTAG00000014032	EIF3H	chr14	+	47602054	47602211	47602054	47602105	47602180	47602211
RI	ENSBTAG00000053583	RBX1	chr5	+	112173991	112176251	112173991	112174077	112176056	112176251
RI	ENSBTAG00000035782	METTL22	chr25	+	7526738	7527014	7526738	7526779	7526869	7527014
RI	ENSBTAG00000015669	ADAT1	chr18	-	2920677	2921632	2920677	2920849	2921572	2921632
RI	ENSBTAG00000015669	ADAT1	chr18	-	2920677	2921632	2920677	2921045	2921572	2921632
RI	ENSBTAG00000048986	NA	chr29	+	50112174	50112393	50112174	50112239	50112340	50112393
RI	ENSBTAG00000010082	COL15A1	chr8	+	63974401	63975385	63974401	63975221	63975299	63975385
RI	ENSBTAG00000020350	DUSP2	chr11	-	2282067	2283316	2282067	2282965	2283096	2283316
RI	ENSBTAG00000020350	DUSP2	chr11	-	2283913	2284537	2283913	2284035	2284149	2284537
RI	ENSBTAG00000003255	CD4	chr5	-	103633321	103633929	103633321	103633460	103633807	103633929
RI	ENSBTAG00000019079	PLCB2	chr10	-	35909896	35910261	35909896	35909991	35910156	35910261
RI	ENSBTAG00000019079	PLCB2	chr10	-	35914362	35914779	35914362	35914472	35914616	35914779
RI	ENSBTAG00000019079	PLCB2	chr10	-	35922136	35922912	35922136	35922205	35922834	35922912
RI	ENSBTAG00000009599	NA	chr11	-	105841420	105842545	105841420	105841581	105842446	105842545
RI	ENSBTAG00000020606	ZFAND2B	chr2	+	107158434	107159390	107158434	107159191	107159316	107159390
RI	ENSBTAG00000011209	SYT11	chr3	-	14873795	14875265	14873795	14874921	14875011	14875265
RI	ENSBTAG00000005018	NFAM1	chr5	-	113310513	113312418	113310513	113310985	113312331	113312418
RI	ENSBTAG00000015763	SPATA22	chr19	-	24206130	24206419	24206130	24206226	24206358	24206419
RI	ENSBTAG00000006253	FLNC	chr4	+	92824503	92825735	92824503	92824713	92824827	92825735
RI	ENSBTAG00000001634	PHF1	chr23	+	7586498	7587633	7586498	7586722	7587458	7587633
RI	ENSBTAG00000008649	ETV3	chr3	+	13740967	13744313	13740967	13742026	13742692	13744313
RI	ENSBTAG00000010161	CCL21	chr8	-	76080583	76081278	76080583	76081016	76081095	76081278
RI	ENSBTAG00000008112	SHPRH	chr9	-	83227265	83227904	83227265	83227417	83227498	83227904
RI	ENSBTAG00000008112	SHPRH	chr9	-	83227265	83227904	83227265	83227441	83227771	83227904
RI	ENSBTAG00000001152	TLE6	chr7	-	20782297	20782745	20782297	20782592	20782682	20782745
RI	ENSBTAG00000011567	VPS18	chr10	+	36438292	36440163	36438292	36438886	36438988	36440163
RI	ENSBTAG00000000986	USH1C	chr15	+	35009146	35011752	35009146	35009202	35011290	35011752
RI	ENSBTAG00000012605	GPR157	chr16	+	44351835	44353081	44351835	44352030	44352470	44353081
RI	ENSBTAG00000016754	KLHL38	chr14	+	16228869	16231288	16228869	16229231	16229698	16231288
RI	ENSBTAG00000017232	KIF13B	chr8	+	9626804	9627167	9626804	9627092	9627155	9627167
RI	ENSBTAG00000017232	KIF13B	chr8	+	9627314	9627651	9627314	9627334	9627442	9627651
RI	ENSBTAG00000017232	KIF13B	chr8	+	9627314	9627651	9627314	9627419	9627485	9627651
RI	ENSBTAG00000051355	NA	chr13	+	66865817	66866580	66865817	66865880	66866304	66866580
RI	ENSBTAG00000013263	HOXA1	chr4	+	68945976	68946721	68945976	68946423	68946626	68946721
RI	ENSBTAG00000012135	LARP1B	chr17	-	29652883	29653374	29652883	29652943	29653315	29653374
RI	ENSBTAG00000018498	PQBP1	chrX	+	87013745	87014431	87013745	87014204	87014346	87014431
RI	ENSBTAG00000000548	KLHDC10	chr4	+	93913487	93913709	93913487	93913545	93913620	93913709
RI	ENSBTAG00000021457	EFEMP2	chr29	-	43989105	43989486	43989105	43989225	43989369	43989486
RI	ENSBTAG00000005137	LPGAT1	chr16	+	71635344	71636171	71635344	71635757	71635906	71636171
RI	ENSBTAG00000004617	KIF19	chr19	-	57083666	57084422	57083666	57083874	57084027	57084422
RI	ENSBTAG00000021505	USP36	chr19	+	53528763	53529706	53528763	53529025	53529484	53529706
RI	ENSBTAG00000004924	PENK	chr14	-	23546019	23546868	23546019	23546160	23546592	23546868
RI	ENSBTAG00000022293	CSKMT	chr29	+	40996656	40996978	40996656	40996726	40996844	40996978
RI	ENSBTAG00000048778	NA	chr17	+	66294460	66294942	66294460	66294652	66294769	66294942
RI	ENSBTAG00000002128	MPPE1	chr24	-	42736860	42737607	42736860	42736923	42737270	42737607
RI	ENSBTAG00000014806	ATP2A3	chr19	-	24575580	24575931	24575580	24575663	24575913	24575931
RI	ENSBTAG00000005170	ADGRG5	chr18	+	25546603	25547270	25546603	25546725	25547001	25547270
RI	ENSBTAG00000005170	ADGRG5	chr18	+	25551317	25553754	25551317	25551595	25551964	25553754
RI	ENSBTAG00000016735	ZBTB48	chr16	-	46822102	46823480	46822102	46822799	46823392	46823480
RI	ENSBTAG00000021209	UBR5	chr14	+	62096969	62097181	62096969	62097011	62097113	62097181
RI	ENSBTAG00000053414	NA	chr18	+	57529715	57530481	57529715	57529977	57530128	57530481
RI	ENSBTAG00000006984	CD55	chr16	+	5265169	5265829	5265169	5265220	5265745	5265829
RI	ENSBTAG00000048641	NA	chr2	+	107426387	107426792	107426387	107426555	107426662	107426792
RI	ENSBTAG00000019658	ASB16	chr19	+	43995173	43997148	43995173	43995287	43995782	43997148
RI	ENSBTAG00000000807	TMED3	chr21	+	25527805	25528645	25527805	25527979	25528401	25528645
RI	ENSBTAG00000014538	HPCAL4	chr3	+	106392501	106393031	106392501	106392671	106392815	106393031
RI	ENSBTAG00000007791	KCNQ5	chr9	+	12647392	12648301	12647392	12647596	12647905	12648301
RI	ENSBTAG00000050422	NA	chr16	-	54228384	54228957	54228384	54228638	54228686	54228957
RI	ENSBTAG00000004364	THNSL2	chr11	-	47866674	47867477	47866674	47867091	47867200	47867477
RI	ENSBTAG00000021373	GTF3C5	chr11	+	103052473	103052844	103052473	103052554	103052722	103052844
RI	ENSBTAG00000014310	HEATR5B	chr11	-	19460052	19460307	19460052	19460126	19460186	19460307
RI	ENSBTAG00000005458	TBC1D24	chr25	+	2001932	2006139	2001932	2002155	2002563	2006139
RI	ENSBTAG00000005458	TBC1D24	chr25	+	2001932	2006139	2001932	2002155	2003386	2006139
RI	ENSBTAG00000005458	TBC1D24	chr25	+	2002563	2006139	2002563	2002723	2003386	2006139
RI	ENSBTAG00000005458	TBC1D24	chr25	+	2001932	2006139	2001932	2002155	2005601	2006139
RI	ENSBTAG00000005458	TBC1D24	chr25	+	2002563	2006139	2002563	2002723	2005601	2006139
RI	ENSBTAG00000004652	LPAR2	chr7	+	3704310	3704772	3704310	3704426	3704611	3704772
RI	ENSBTAG00000049163	TSPAN9	chr5	-	106553213	106558035	106553213	106556543	106557951	106558035
RI	ENSBTAG00000001651	SYF2	chr2	+	127725939	127726430	127725939	127726100	127726319	127726430
RI	ENSBTAG00000002669	RASSF4	chr28	-	44592404	44595260	44592404	44593931	44595162	44595260
RI	ENSBTAG00000007200	COX6B2	chr18	+	62125863	62126264	62125863	62125964	62126058	62126264
RI	ENSBTAG00000007762	ASIC3	chr4	+	113627498	113627819	113627498	113627555	113627671	113627819
RI	ENSBTAG00000007762	ASIC3	chr4	+	113628305	113628552	113628305	113628385	113628477	113628552
RI	ENSBTAG00000014407	INO80D	chr2	-	94404206	94404651	94404206	94404453	94404558	94404651
RI	ENSBTAG00000001481	IGSF9	chr3	+	9748747	9749770	9748747	9748900	9749615	9749770
RI	ENSBTAG00000001481	IGSF9	chr3	+	9756980	9757413	9756980	9757157	9757370	9757413
RI	ENSBTAG00000003713	ZNRD2	chr29	+	43752072	43753237	43752072	43752989	43753085	43753237
RI	ENSBTAG00000010519	NEURL4	chr19	-	27028366	27029073	27028366	27028512	27028941	27029073
RI	ENSBTAG00000008295	ACTL6B	chr25	+	35923270	35924234	35923270	35923370	35923814	35924234
RI	ENSBTAG00000008295	ACTL6B	chr25	+	35923270	35924234	35923270	35923370	35924068	35924234
RI	ENSBTAG00000008295	ACTL6B	chr25	+	35923814	35924234	35923814	35923891	35924068	35924234
RI	ENSBTAG00000008004	NCF2	chr16	-	64617111	64619114	64617111	64617253	64619070	64619114
RI	ENSBTAG00000014088	MBNL3	chrX	-	16273604	16274453	16273604	16273835	16274396	16274453
RI	ENSBTAG00000003457	ATF5	chr18	+	56272363	56273691	56272363	56272967	56273207	56273691
RI	ENSBTAG00000001725	CXCL10	chr6	-	90883579	90884526	90883579	90883706	90884226	90884526
RI	ENSBTAG00000003325	SNRK	chr22	+	15249624	15250313	15249624	15249744	15249839	15250313
RI	ENSBTAG00000005826	PTAR1	chr8	-	45852526	45852869	45852526	45852753	45852834	45852869
RI	ENSBTAG00000025071	TENM2	chr7	+	80272969	80273266	80272969	80273125	80273164	80273266
RI	ENSBTAG00000016307	CDC7	chr3	-	51879836	51880799	51879836	51880031	51880116	51880799
RI	ENSBTAG00000016307	CDC7	chr3	-	51879836	51880799	51879836	51880031	51880690	51880799
RI	ENSBTAG00000016307	CDC7	chr3	-	51880116	51880799	51880116	51880315	51880690	51880799
RI	ENSBTAG00000040190	CCDC88B	chr29	+	42630755	42631291	42630755	42630815	42631145	42631291
RI	ENSBTAG00000020905	RPL11	chr2	-	129197030	129198058	129197030	129197178	129197971	129198058
RI	ENSBTAG00000014642	NAPRT	chr14	+	1130354	1131606	1130354	1130462	1130543	1131606
RI	ENSBTAG00000049253	SEC14L6	chr17	-	69523940	69524281	69523940	69524129	69524221	69524281
RI	ENSBTAG00000049253	SEC14L6	chr17	-	69525256	69526108	69525256	69525300	69526032	69526108
RI	ENSBTAG00000015952	ADAP1	chr25	+	41803684	41804133	41803684	41803747	41804061	41804133
RI	ENSBTAG00000015952	ADAP1	chr25	+	41804312	41804810	41804312	41804541	41804621	41804810
RI	ENSBTAG00000004590	PPIH	chr3	-	103564291	103564632	103564291	103564336	103564608	103564632
RI	ENSBTAG00000004590	PPIH	chr3	-	103564291	103564989	103564291	103564336	103564924	103564989
RI	ENSBTAG00000004590	PPIH	chr3	-	103564291	103564989	103564291	103564632	103564924	103564989
RI	ENSBTAG00000021456	MUS81	chr29	+	43978619	43979738	43978619	43979513	43979608	43979738
RI	ENSBTAG00000021456	MUS81	chr29	+	43980813	43981071	43980813	43980912	43981002	43981071
RI	ENSBTAG00000021456	MUS81	chr29	+	43982970	43983274	43982970	43983087	43983178	43983274
RI	ENSBTAG00000018059	CD80	chr1	-	64323377	64323696	64323377	64323485	64323647	64323696
RI	ENSBTAG00000019645	TFDP1	chr12	+	86721686	86722170	86721686	86721749	86722095	86722170
RI	ENSBTAG00000007336	HCST	chr18	+	46589698	46590287	46589698	46589873	46590263	46590287
RI	ENSBTAG00000031214	NA	chr13	-	61392204	61393302	61392204	61392521	61392805	61393302
RI	ENSBTAG00000011702	ENTPD3	chr22	+	13227437	13228373	13227437	13227525	13228321	13228373
RI	ENSBTAG00000011702	ENTPD3	chr22	+	13258570	13261914	13258570	13258708	13260549	13261914
RI	ENSBTAG00000044146	NPC1L1	chr4	+	76912054	76912254	76912054	76912136	76912205	76912254
RI	ENSBTAG00000014759	WBP11	chr5	+	95105360	95106019	95105360	95105475	95105987	95106019
RI	ENSBTAG00000013926	FCGRT	chr18	+	55967203	55968132	55967203	55967320	55967633	55968132
RI	ENSBTAG00000009595	NGDN	chr10	-	21468328	21468818	21468328	21468388	21468715	21468818
RI	ENSBTAG00000021808	CACNB3	chr5	-	30953421	30953704	30953421	30953441	30953639	30953704
RI	ENSBTAG00000001352	ENTR1	chr11	-	103864606	103865112	103864606	103864756	103864857	103865112
RI	ENSBTAG00000016990	USP24	chr3	+	91131527	91131842	91131527	91131721	91131781	91131842
RI	ENSBTAG00000048877	NA	chr4	-	75160563	75161472	75160563	75160717	75160842	75161472
RI	ENSBTAG00000024449	CENPF	chr16	-	68950684	68953972	68950684	68953390	68953654	68953972
RI	ENSBTAG00000009443	GCNT3	chr10	-	50634342	50637908	50634342	50636141	50637722	50637908
RI	ENSBTAG00000016283	TMEM63C	chr10	+	88421915	88422414	88421915	88421995	88422332	88422414
RI	ENSBTAG00000014087	KMT5C	chr18	-	62135905	62136543	62135905	62136015	62136377	62136543
RI	ENSBTAG00000016577	AXIN1	chr25	-	313100	317768	313100	313809	317522	317768
RI	ENSBTAG00000013724	ATG4A	chrX	+	56722193	56722700	56722193	56722281	56722526	56722700
RI	ENSBTAG00000021468	MED24	chr19	-	40357448	40358107	40357448	40357637	40357805	40358107
RI	ENSBTAG00000021468	MED24	chr19	-	40357448	40358107	40357448	40357637	40358053	40358107
RI	ENSBTAG00000021468	MED24	chr19	-	40357805	40358107	40357805	40357854	40358053	40358107
RI	ENSBTAG00000013291	ARMC6	chr7	-	4167878	4169877	4167878	4168649	4169739	4169877
RI	ENSBTAG00000013291	ARMC6	chr7	-	4178020	4178353	4178020	4178190	4178280	4178353
RI	ENSBTAG00000020485	ARRB1	chr15	-	54495971	54496932	54495971	54496168	54496887	54496932
RI	ENSBTAG00000005183	MVK	chr17	-	63609599	63611488	63609599	63610332	63611334	63611488
RI	ENSBTAG00000010490	PEX5	chr5	-	103193228	103194151	103193228	103193391	103194013	103194151
RI	ENSBTAG00000010458	NA	chr3	+	8814337	8816310	8814337	8814604	8815884	8816310
RI	ENSBTAG00000004175	HPD	chr17	+	53470357	53470660	53470357	53470474	53470549	53470660
RI	ENSBTAG00000008499	TROAP	chr5	-	30489135	30489643	30489135	30489303	30489449	30489643
RI	ENSBTAG00000008499	TROAP	chr5	-	30491260	30491567	30491260	30491344	30491450	30491567
RI	ENSBTAG00000007450	C2	chr23	-	27423128	27423482	27423128	27423205	27423316	27423482
RI	ENSBTAG00000005078	UCHL1	chr6	+	60158855	60159287	60158855	60158903	60159066	60159287
RI	ENSBTAG00000025667	ASTN2	chr8	-	106690075	106690475	106690075	106690169	106690250	106690475
RI	ENSBTAG00000038283	TMEM243	chr4	+	33226966	33228033	33226966	33227217	33227744	33228033
RI	ENSBTAG00000009984	SGPL1	chr28	+	26972793	26973201	26972793	26972874	26973044	26973201
RI	ENSBTAG00000015632	TNFRSF18	chr16	+	51295717	51296461	51295717	51295920	51295986	51296461
RI	ENSBTAG00000009915	AP2A2	chr29	-	50444479	50445502	50444479	50444609	50445308	50445502
RI	ENSBTAG00000016076	TRAK1	chr22	+	14553872	14556630	14553872	14554450	14554741	14556630
RI	ENSBTAG00000010379	CRTC1	chr7	-	4445198	4445510	4445198	4445249	4445357	4445510
RI	ENSBTAG00000018975	KCNT1	chr11	+	103354933	103355130	103354933	103354982	103355070	103355130
RI	ENSBTAG00000010949	PROSER1	chr12	+	23246653	23248343	23246653	23246983	23247157	23248343
RI	ENSBTAG00000012683	SRRM2	chr25	-	2288348	2295028	2288348	2288506	2289094	2295028
RI	ENSBTAG00000008467	HENMT1	chr3	+	34702128	34703082	34702128	34702245	34703013	34703082
RI	ENSBTAG00000017571	PLEKHA5	chr5	-	90705618	90706713	90705618	90705739	90706629	90706713
RI	ENSBTAG00000002328	KDM2B	chr17	+	53759618	53760146	53759618	53759705	53759885	53760146
RI	ENSBTAG00000015698	FYCO1	chr22	+	53352848	53355215	53352848	53354891	53355095	53355215
RI	ENSBTAG00000049782	NA	chr13	-	74243019	74244236	74243019	74243595	74244044	74244236
RI	ENSBTAG00000021961	SPR	chr11	-	11556335	11556964	11556335	11556520	11556666	11556964
RI	ENSBTAG00000013921	CKM	chr18	-	52956471	52958245	52956471	52957012	52958121	52958245
RI	ENSBTAG00000016278	RPL30	chr14	+	66178625	66179599	66178625	66178756	66179497	66179599
RI	ENSBTAG00000021284	RSPH1	chr1	-	142770210	142770532	142770210	142770316	142770418	142770532
RI	ENSBTAG00000013468	AHNAK	chr29	-	40896980	40897510	40896980	40897137	40897410	40897510
RI	ENSBTAG00000000476	THPO	chr1	+	82816650	82817194	82816650	82816828	82817066	82817194
RI	ENSBTAG00000000476	THPO	chr1	+	82820296	82821567	82820296	82820464	82820680	82821567
RI	ENSBTAG00000051981	NA	chr13	+	53407264	53410238	53407264	53407373	53407976	53410238
RI	ENSBTAG00000015263	CPSF7	chr29	-	39920968	39921782	39920968	39921077	39921699	39921782
RI	ENSBTAG00000006974	PLEKHA7	chr15	+	35673763	35675946	35673763	35673874	35675208	35675946
RI	ENSBTAG00000002243	SNX15	chr29	+	43252971	43254073	43252971	43253229	43253516	43254073
RI	ENSBTAG00000021407	NA	chr25	+	2582885	2583963	2582885	2583454	2583533	2583963
RI	ENSBTAG00000033886	CIST1	chr7	+	4984088	4984507	4984088	4984240	4984356	4984507
RI	ENSBTAG00000014286	IFT88	chr12	-	35853108	35853755	35853108	35853426	35853644	35853755
RI	ENSBTAG00000011922	PLEC	chr14	+	882331	882760	882331	882515	882602	882760
RI	ENSBTAG00000002522	SYT5	chr18	+	62253777	62254604	62253777	62253880	62254431	62254604
RI	ENSBTAG00000053390	RAC1	chr25	+	38295385	38297376	38295385	38295545	38295740	38297376
RI	ENSBTAG00000048485	TUBB2A	chr23	+	50526553	50527109	50526553	50526662	50526998	50527109
RI	ENSBTAG00000016768	SCN3B	chr15	-	34227875	34231543	34227875	34231104	34231463	34231543
RI	ENSBTAG00000012667	CAMK2G	chr28	-	29759311	29760096	29759311	29759406	29759711	29760096
RI	ENSBTAG00000030885	SSC5D	chr18	-	62019704	62021041	62019704	62020013	62020773	62021041
RI	ENSBTAG00000002179	CDIN1	chr10	+	32472839	32473979	32472839	32473005	32473420	32473979
RI	ENSBTAG00000052606	TRIM5	chr15	-	47830762	47831397	47830762	47831130	47831184	47831397
RI	ENSBTAG00000015556	UBA3	chr22	+	32466732	32467013	32466732	32466786	32466971	32467013
RI	ENSBTAG00000049395	NA	chr5	-	115851686	115852940	115851686	115852664	115852810	115852940
RI	ENSBTAG00000016936	MISP3	chr7	-	11623510	11624180	11623510	11623866	11624106	11624180
RI	ENSBTAG00000039588	NA	chr4	-	112940851	112941552	112940851	112940911	112941047	112941552
RI	ENSBTAG00000012587	BABAM1	chr7	-	5842834	5843414	5842834	5842931	5843310	5843414
RI	ENSBTAG00000017120	PHB	chr19	+	37195913	37196785	37195913	37195984	37196696	37196785
RI	ENSBTAG00000011184	FTH1	chr29	-	40477516	40478074	40477516	40477852	40477948	40478074
RI	ENSBTAG00000002707	IPO4	chr10	+	20975036	20975358	20975036	20975169	20975253	20975358
RI	ENSBTAG00000014471	PALM2	chr8	+	99687343	99689745	99687343	99689617	99689618	99689745
RI	ENSBTAG00000015275	SLC16A8	chr5	-	109856481	109857309	109856481	109856986	109857043	109857309
RI	ENSBTAG00000018349	IFI30	chr7	-	5056756	5057101	5056756	5056831	5056918	5057101
RI	ENSBTAG00000007235	NTNG2	chr11	+	102254756	102255828	102254756	102254948	102255135	102255828
RI	ENSBTAG00000008654	HOOK2	chr7	+	12756422	12756751	12756422	12756510	12756716	12756751
RI	ENSBTAG00000011530	CDH15	chr18	+	14275697	14276241	14275697	14275937	14276104	14276241
RI	ENSBTAG00000006277	ENGASE	chr19	-	53345920	53347068	53345920	53345988	53346661	53347068
RI	ENSBTAG00000021131	HNRNPK	chr8	-	77226856	77227442	77226856	77226954	77227357	77227442
RI	ENSBTAG00000017060	ITGB2	chr1	-	144776090	144776576	144776090	144776179	144776515	144776576
RI	ENSBTAG00000003394	RNF215	chr17	-	69381890	69382634	69381890	69382034	69382275	69382634
RI	ENSBTAG00000013235	TINAGL1	chr2	-	122152095	122153383	122152095	122152419	122152954	122153383
RI	ENSBTAG00000052909	C8G	chr11	+	105986680	105988186	105986680	105986751	105986818	105988186
RI	ENSBTAG00000051936	NA	chr1	+	129533783	129535900	129533783	129534024	129534288	129535900
RI	ENSBTAG00000014187	PPM1N	chr18	+	53099185	53099485	53099185	53099303	53099379	53099485
