Category	GeneID	geneSymbol	chr	strand	longExonStart_0base	longExonEnd	shortES	shortEE	flankingES	flankingEE
A5SS	ENSBTAG00000018546	LRBA	chr17	+	6971570	6972598	6971570	6972529	6973591	6973756
A5SS	ENSBTAG00000018546	LRBA	chr17	+	6971570	6972626	6971570	6972529	6973591	6973756
A5SS	ENSBTAG00000018546	LRBA	chr17	+	6971570	6972626	6971570	6972598	6973591	6973756
A5SS	ENSBTAG00000018546	LRBA	chr17	+	6983346	6983503	6983346	6983476	6987768	6988216
A5SS	ENSBTAG00000018546	LRBA	chr17	+	6983346	6983503	6983346	6983476	6987774	6988216
A5SS	ENSBTAG00000018546	LRBA	chr17	+	6999247	6999433	6999247	6999378	7015226	7015360
A5SS	ENSBTAG00000018546	LRBA	chr17	+	7224068	7224199	7224068	7224193	7232015	7232156
A5SS	ENSBTAG00000018546	LRBA	chr17	+	7502034	7502124	7502034	7502121	7507102	7507295
A5SS	ENSBTAG00000019960	TM4SF18	chr1	+	118858861	118859687	118858861	118859394	118862870	118862960
A5SS	ENSBTAG00000019960	TM4SF18	chr1	+	118858861	118859687	118858861	118859394	118877502	118877645
A5SS	ENSBTAG00000031362	NXPE2	chr15	+	25184991	25185057	25184991	25185053	25187510	25187722
A5SS	ENSBTAG00000004814	INPP4A	chr11	+	3742102	3742352	3742102	3742241	3745769	3745802
A5SS	ENSBTAG00000004814	INPP4A	chr11	+	3742102	3742352	3742102	3742241	3749791	3749964
A5SS	ENSBTAG00000003955	MYO7A	chr15	+	56572645	56572803	56572645	56572743	56578814	56578943
A5SS	ENSBTAG00000003955	MYO7A	chr15	+	56583986	56584148	56583986	56584081	56586292	56586511
A5SS	ENSBTAG00000003955	MYO7A	chr15	+	56617608	56617799	56617608	56617796	56618495	56618620
A5SS	ENSBTAG00000003955	MYO7A	chr15	+	56619303	56619487	56619303	56619451	56620425	56620568
A5SS	ENSBTAG00000030247	NSMF	chr11	-	106437138	106437617	106437564	106437617	106436310	106436394
A5SS	ENSBTAG00000030247	NSMF	chr11	-	106437138	106437617	106437564	106437617	106436484	106436609
A5SS	ENSBTAG00000017816	FXYD1	chr18	+	45866479	45866588	45866479	45866554	45867995	45868045
A5SS	ENSBTAG00000010008	TTC12	chr15	+	23880444	23881169	23880444	23880608	23881818	23881896
A5SS	ENSBTAG00000003155	IFI27L2	chr21	-	58756068	58756455	58756233	58756455	58753792	58754361
A5SS	ENSBTAG00000003155	IFI27L2	chr21	-	58756068	58756455	58756233	58756455	58755143	58755305
A5SS	ENSBTAG00000003449	KCP	chr4	-	92873063	92873142	92873069	92873142	92869842	92870009
A5SS	ENSBTAG00000018318	DNAJB5	chr8	+	59277669	59278770	59277669	59277786	59281092	59281337
A5SS	ENSBTAG00000001573	JMJD1C	chr28	-	19352373	19354571	19352376	19354571	19345949	19346151
A5SS	ENSBTAG00000006404	CENPT	chr18	-	35340239	35340564	35340243	35340564	35339998	35340128
A5SS	ENSBTAG00000006688	RPS6KL1	chr10	-	86161784	86162908	86162299	86162908	86161533	86161616
A5SS	ENSBTAG00000004553	TPM4	chr7	-	6916778	6917432	6917306	6917432	6912655	6912789
A5SS	ENSBTAG00000018996	PRKN	chr9	-	97955210	97955253	97955246	97955253	97954875	97955039
A5SS	ENSBTAG00000001360	RPS12	chr9	+	70977043	70977395	70977043	70977094	70978626	70978729
A5SS	ENSBTAG00000015325	MTOR	chr16	+	42498066	42498195	42498066	42498186	42498240	42498318
A5SS	ENSBTAG00000003126	PEX16	chr15	-	75943570	75943643	75943589	75943643	75943477	75943493
A5SS	ENSBTAG00000002826	CLSPN	chr3	+	110036060	110036311	110036060	110036254	110037234	110037410
A5SS	ENSBTAG00000011583	APEH	chr22	-	50519460	50519565	50519467	50519565	50518009	50518098
A5SS	ENSBTAG00000011904	HCFC1	chrX	-	37172340	37172700	37172641	37172700	37171950	37172111
A5SS	ENSBTAG00000020355	KLF4	chr8	-	97176530	97177788	97176794	97177788	97174614	97175579
A5SS	ENSBTAG00000002164	AXDND1	chr16	+	60760727	60760844	60760727	60760838	60772323	60772428
A5SS	ENSBTAG00000021574	TCF7L2	chr26	+	33644165	33644268	33644165	33644256	33646262	33646349
A5SS	ENSBTAG00000006712	ECPAS	chr8	-	100808563	100808671	100808599	100808671	100805163	100805333
A5SS	ENSBTAG00000002590	EXOSC10	chr16	+	42534423	42534559	42534423	42534535	42536490	42536569
A5SS	ENSBTAG00000007666	IGF2BP2	chr1	+	81538340	81538613	81538340	81538413	81540483	81540618
A5SS	ENSBTAG00000007666	IGF2BP2	chr1	+	81538340	81538613	81538340	81538413	81544741	81544864
A5SS	ENSBTAG00000019161	NPRL2	chr22	+	49993024	49993465	49993024	49993124	49997766	49997895
A5SS	ENSBTAG00000020082	FAM71E1	chr18	-	56613087	56613645	56613390	56613645	56612601	56612732
A5SS	ENSBTAG00000045862	FERMT3	chr29	+	42526500	42526664	42526500	42526635	42526874	42526999
A5SS	ENSBTAG00000006610	XRRA1	chr15	-	54198848	54198957	54198859	54198957	54182642	54182771
A5SS	ENSBTAG00000006610	XRRA1	chr15	-	54198848	54198957	54198859	54198957	54192846	54192980
A5SS	ENSBTAG00000021143	DNMT3A	chr11	+	74067477	74067615	74067477	74067611	74068151	74068323
A5SS	ENSBTAG00000021143	DNMT3A	chr11	+	74067477	74067615	74067477	74067611	74070073	74070077
A5SS	ENSBTAG00000021143	DNMT3A	chr11	+	74067477	74067615	74067477	74067611	74073344	74073843
A5SS	ENSBTAG00000001332	MYO1C	chr19	-	22609146	22609515	22609335	22609515	22608815	22608929
A5SS	ENSBTAG00000020205	NA	chr10	+	8502929	8502989	8502929	8502987	8510477	8510566
A5SS	ENSBTAG00000016841	ATP10B	chr7	-	72228064	72228265	72228077	72228265	72221071	72221531
A5SS	ENSBTAG00000009049	NA	chr5	-	57435268	57435850	57435737	57435850	57433436	57434552
A5SS	ENSBTAG00000011307	DNM1	chr11	+	98860853	98861095	98860853	98861065	98861467	98861683
A5SS	ENSBTAG00000009732	NCBP1	chr8	+	62864753	62866802	62864753	62864828	62868945	62869068
A5SS	ENSBTAG00000016268	XRCC1	chr18	-	51749826	51750123	51750013	51750123	51749363	51749622
A5SS	ENSBTAG00000013982	UACA	chr10	-	17566274	17566342	17566277	17566342	17565409	17565467
A5SS	ENSBTAG00000013982	UACA	chr10	-	17573426	17573560	17573454	17573560	17567974	17568063
A5SS	ENSBTAG00000004836	NRK	chrX	+	54733650	54733755	54733650	54733751	54735518	54735661
A5SS	ENSBTAG00000038461	NA	chr5	+	100759478	100759549	100759478	100759543	100761142	100761311
A5SS	ENSBTAG00000038461	NA	chr5	+	100769152	100769360	100769152	100769260	100774954	100775069
A5SS	ENSBTAG00000038461	NA	chr5	+	100775754	100775916	100775754	100775910	100776471	100776699
A5SS	ENSBTAG00000038461	NA	chr5	+	100793025	100793266	100793025	100793254	100793787	100793902
A5SS	ENSBTAG00000038461	NA	chr5	+	100803272	100803347	100803272	100803341	100804064	100804242
A5SS	ENSBTAG00000038461	NA	chr5	+	100808050	100808177	100808050	100808171	100809375	100809440
A5SS	ENSBTAG00000027434	SORCS2	chr6	+	114119300	114119455	114119300	114119404	114121328	114121393
A5SS	ENSBTAG00000054342	MIC1	chr23	-	27908630	27909162	27908883	27909162	27841094	27842275
A5SS	ENSBTAG00000012687	INSR	chr7	-	16069101	16069169	16069113	16069169	16065953	16066198
A5SS	ENSBTAG00000012687	INSR	chr7	-	16092648	16092874	16092672	16092874	16084254	16084529
A5SS	ENSBTAG00000012687	INSR	chr7	-	16098427	16098601	16098433	16098601	16092672	16092874
A5SS	ENSBTAG00000003798	AMFR	chr18	+	24225938	24226108	24225938	24226091	24228593	24228726
A5SS	ENSBTAG00000014829	MYRFL	chr5	-	43524340	43524482	43524422	43524482	43521328	43521403
A5SS	ENSBTAG00000014829	MYRFL	chr5	-	43524340	43524482	43524422	43524482	43523673	43523761
A5SS	ENSBTAG00000008994	FPGS	chr11	+	98472428	98473084	98472428	98472762	98475166	98475369
A5SS	ENSBTAG00000008994	FPGS	chr11	+	98472428	98473084	98472428	98472762	98487557	98487686
A5SS	ENSBTAG00000008994	FPGS	chr11	+	98472428	98473084	98472428	98472762	98487776	98487830
A5SS	ENSBTAG00000008994	FPGS	chr11	+	98472428	98473084	98472428	98472762	98487914	98487979
A5SS	ENSBTAG00000008994	FPGS	chr11	+	98472428	98473084	98472428	98472762	98490703	98490818
A5SS	ENSBTAG00000010271	MAPKAP1	chr11	-	96516076	96516604	96516309	96516604	96470060	96470209
A5SS	ENSBTAG00000010271	MAPKAP1	chr11	-	96516076	96516604	96516309	96516604	96487450	96487778
A5SS	ENSBTAG00000010271	MAPKAP1	chr11	-	96516076	96516604	96516309	96516604	96494694	96494764
A5SS	ENSBTAG00000010271	MAPKAP1	chr11	-	96516076	96516604	96516309	96516604	96509563	96509747
A5SS	ENSBTAG00000016722	PGGHG	chr11	+	82956389	82957422	82956389	82956907	82957791	82958002
A5SS	ENSBTAG00000018727	GOLIM4	chr1	+	99429772	99429855	99429772	99429852	99431896	99432006
A5SS	ENSBTAG00000018727	GOLIM4	chr1	+	99429772	99429855	99429772	99429852	99434654	99434822
A5SS	ENSBTAG00000004940	CELF4	chr24	+	19742520	19742599	19742520	19742569	19787307	19787436
A5SS	ENSBTAG00000004940	CELF4	chr24	+	19742520	19742599	19742520	19742569	19787310	19787436
A5SS	ENSBTAG00000024603	NCOR2	chr17	+	51457588	51457813	51457588	51457675	51458959	51459139
A5SS	ENSBTAG00000048057	GSK3B	chr1	-	64663508	64663615	64663516	64663615	64658522	64658576
A5SS	ENSBTAG00000016661	USP18	chr5	+	76009170	76009652	76009170	76009250	76009980	76010076
A5SS	ENSBTAG00000016661	USP18	chr5	+	76009170	76009652	76009170	76009250	76016031	76016163
A5SS	ENSBTAG00000002055	ZFP28	chr18	-	63906398	63907053	63906910	63907053	63901443	63901751
A5SS	ENSBTAG00000019317	GPS1	chr19	-	50820931	50821416	50821302	50821416	50819583	50819765
A5SS	ENSBTAG00000019317	GPS1	chr19	-	50820931	50821416	50821302	50821416	50820321	50820414
A5SS	ENSBTAG00000011245	PLXNC1	chr5	+	24066484	24066614	24066484	24066585	24069016	24069108
A5SS	ENSBTAG00000011245	PLXNC1	chr5	+	24066484	24066614	24066484	24066585	24071308	24071389
A5SS	ENSBTAG00000030278	EGFL7	chr11	+	104079572	104079716	104079572	104079663	104083224	104083346
A5SS	ENSBTAG00000030278	EGFL7	chr11	+	104079572	104079716	104079572	104079663	104083549	104083666
A5SS	ENSBTAG00000030278	EGFL7	chr11	+	104079572	104079716	104079572	104079663	104084633	104084749
A5SS	ENSBTAG00000030278	EGFL7	chr11	+	104079572	104079716	104079572	104079663	104084901	104084997
A5SS	ENSBTAG00000019964	GAS6	chr12	-	86838223	86838896	86838578	86838896	86828792	86828817
A5SS	ENSBTAG00000005413	NLRC5	chr18	+	25044849	25045153	25044849	25045150	25052055	25052172
A5SS	ENSBTAG00000005413	NLRC5	chr18	+	25087513	25087635	25087513	25087629	25087709	25087793
A5SS	ENSBTAG00000014137	CEP164	chr15	+	28044200	28044632	28044200	28044569	28047684	28047842
A5SS	ENSBTAG00000014137	CEP164	chr15	+	28070709	28070824	28070709	28070821	28071180	28071525
A5SS	ENSBTAG00000021224	ZSWIM6	chr20	-	17856557	17856704	17856584	17856704	17855256	17855517
A5SS	ENSBTAG00000037794	MYH4	chr19	-	29469259	29469384	29469265	29469384	29469025	29469175
A5SS	ENSBTAG00000000362	SPG11	chr10	-	103019840	103019995	103019849	103019995	103018377	103018530
A5SS	ENSBTAG00000000362	SPG11	chr10	-	103027364	103027446	103027374	103027446	103025544	103025758
A5SS	ENSBTAG00000000362	SPG11	chr10	-	103027364	103027446	103027374	103027446	103026466	103026642
A5SS	ENSBTAG00000000362	SPG11	chr10	-	103027364	103027446	103027374	103027446	103026955	103027083
A5SS	ENSBTAG00000000362	SPG11	chr10	-	103030334	103030510	103030340	103030510	103028311	103028488
A5SS	ENSBTAG00000018237	MYO16	chr12	+	84102062	84102204	84102062	84102195	84122327	84122400
A5SS	ENSBTAG00000048862	TBX1	chr17	+	72823669	72823715	72823669	72823703	72824818	72825176
A5SS	ENSBTAG00000004017	PLEKHG2	chr18	+	49109363	49110533	49109363	49109487	49110611	49110712
A5SS	ENSBTAG00000004017	PLEKHG2	chr18	+	49109363	49110533	49109363	49109487	49111751	49111818
A5SS	ENSBTAG00000007703	NMT2	chr13	-	29690634	29690816	29690645	29690816	29685849	29686106
A5SS	ENSBTAG00000007703	NMT2	chr13	-	29690634	29690816	29690645	29690816	29685993	29686161
A5SS	ENSBTAG00000013222	CD109	chr9	+	13203306	13203505	13203306	13203496	13232815	13233046
A5SS	ENSBTAG00000013072	FUBP3	chr11	+	100894161	100894274	100894161	100894267	100907935	100907985
A5SS	ENSBTAG00000021272	ABCG1	chr1	+	142544677	142544862	142544677	142544826	142545013	142545115
A5SS	ENSBTAG00000009835	CACNA1G	chr19	-	36120493	36120707	36120514	36120707	36112717	36112827
A5SS	ENSBTAG00000009835	CACNA1G	chr19	-	36120493	36120707	36120514	36120707	36113587	36113739
A5SS	ENSBTAG00000009835	CACNA1G	chr19	-	36120493	36120707	36120514	36120707	36118692	36118746
A5SS	ENSBTAG00000000238	PSD2	chr7	+	50995803	50995890	50995803	50995884	50999497	50999610
A5SS	ENSBTAG00000012180	BMF	chr10	-	35756611	35757288	35757105	35757288	35737730	35739977
A5SS	ENSBTAG00000012180	BMF	chr10	-	35756611	35757288	35757105	35757288	35752493	35752654
A5SS	ENSBTAG00000012180	BMF	chr10	-	35756611	35757288	35757105	35757288	35754174	35754471
A5SS	ENSBTAG00000007378	CLIP4	chr11	-	70695495	70695694	70695550	70695694	70691981	70692116
A5SS	ENSBTAG00000016598	DYNC1H1	chr21	+	66880120	66880289	66880120	66880286	66880367	66880556
A5SS	ENSBTAG00000009603	UQCRH	chr3	-	99793441	99794094	99794067	99794094	99793171	99793333
A5SS	ENSBTAG00000004344	ACSL1	chr27	-	15243046	15243974	15243789	15243974	15208400	15208515
A5SS	ENSBTAG00000004344	ACSL1	chr27	-	15243046	15243974	15243789	15243974	15222984	15223211
A5SS	ENSBTAG00000015142	MAPKBP1	chr10	+	37207121	37207316	37207121	37207304	37207875	37208036
A5SS	ENSBTAG00000015142	MAPKBP1	chr10	+	37213470	37213605	37213470	37213556	37213755	37213992
A5SS	ENSBTAG00000018227	SLC4A7	chr22	-	1815227	1815416	1815266	1815416	1807366	1807482
A5SS	ENSBTAG00000018227	SLC4A7	chr22	-	1815227	1815416	1815266	1815416	1811814	1812183
A5SS	ENSBTAG00000015559	ERI3	chr3	+	101735482	101735650	101735482	101735599	101746621	101746713
A5SS	ENSBTAG00000020407	MTSS1	chr14	+	15545881	15546076	15545881	15545915	15547328	15547502
A5SS	ENSBTAG00000016349	TEAD2	chr18	-	55838677	55838746	55838683	55838746	55837226	55837334
A5SS	ENSBTAG00000014520	LIAS	chr6	+	58577784	58578650	58577784	58577930	58579273	58579385
A5SS	ENSBTAG00000025952	NA	chrX	-	137461342	137461441	137461361	137461441	137461093	137461138
A5SS	ENSBTAG00000012678	COLGALT1	chr7	-	5564120	5565099	5564988	5565099	5557804	5557939
A5SS	ENSBTAG00000005492	CCNY	chr13	-	18127112	18127217	18127150	18127217	18116366	18116467
A5SS	ENSBTAG00000018884	RING1	chr23	+	7395631	7396749	7395631	7395884	7396848	7397064
A5SS	ENSBTAG00000004864	CEP89	chr18	-	43371681	43371799	43371696	43371799	43364332	43364551
A5SS	ENSBTAG00000052386	NA	chrNKLS02000591.1	+	191208	191544	191208	191511	191740	192029
A5SS	ENSBTAG00000016878	WDR59	chr18	-	2316870	2316951	2316907	2316951	2310560	2310649
A5SS	ENSBTAG00000017765	GSTM1	chr3	-	33684858	33685417	33685341	33685417	33683975	33684076
A5SS	ENSBTAG00000017765	GSTM1	chr3	-	33700113	33700395	33700313	33700395	33690864	33691392
A5SS	ENSBTAG00000017765	GSTM1	chr3	-	33700113	33700395	33700313	33700395	33699272	33699368
A5SS	ENSBTAG00000009739	CSMD1	chr27	-	2174268	2174502	2174322	2174502	2165732	2165891
A5SS	ENSBTAG00000009739	CSMD1	chr27	-	2300043	2300157	2300049	2300157	2287622	2287811
A5SS	ENSBTAG00000049752	NA	chr18	-	48722395	48722503	48722410	48722503	48721558	48721727
A5SS	ENSBTAG00000019823	ADAMTS17	chr21	+	6426412	6426562	6426412	6426556	6506040	6506192
A5SS	ENSBTAG00000021395	PSME1	chr10	-	21014101	21014147	21014140	21014147	21013886	21013984
A5SS	ENSBTAG00000030775	PCBP3	chr1	+	145598043	145598118	145598043	145598112	145601128	145601161
A5SS	ENSBTAG00000030775	PCBP3	chr1	+	145607335	145607479	145607335	145607410	145610184	145610226
A5SS	ENSBTAG00000008355	CPSF1	chr14	+	548802	549062	548802	548830	549141	549222
A5SS	ENSBTAG00000001224	ATP9B	chr24	-	989631	989730	989671	989730	973729	973824
A5SS	ENSBTAG00000005416	PPIL3	chr2	-	89525747	89526490	89526396	89526490	89523066	89523185
A5SS	ENSBTAG00000000684	ARHGEF10L	chr2	-	135091634	135091863	135091677	135091863	135079167	135079259
A5SS	ENSBTAG00000017656	ST3GAL3	chr3	-	102311271	102311398	102311283	102311398	102228913	102228956
A5SS	ENSBTAG00000001328	SLBP	chr6	+	116841591	116842257	116841591	116842022	116846557	116846662
A5SS	ENSBTAG00000009819	CDC20	chr3	-	102658660	102659704	102659021	102659704	102658397	102658546
A5SS	ENSBTAG00000006534	GTPBP8	chr1	+	57715797	57715916	57715797	57715911	57721603	57721852
A5SS	ENSBTAG00000006534	GTPBP8	chr1	+	57715797	57715916	57715797	57715911	57727836	57727875
A5SS	ENSBTAG00000013761	STMN1	chr2	+	127180013	127180762	127180013	127180086	127182684	127182876
A5SS	ENSBTAG00000000161	TMEM40	chr22	+	56405894	56406928	56405894	56405966	56414664	56414718
A5SS	ENSBTAG00000021600	KANSL1L	chr2	-	97972458	97972682	97972494	97972682	97921263	97921405
A5SS	ENSBTAG00000021600	KANSL1L	chr2	-	97972458	97972682	97972494	97972682	97948825	97949942
A5SS	ENSBTAG00000009358	MTSS2	chr18	+	1493658	1494620	1493658	1493732	1494703	1494795
A5SS	ENSBTAG00000022886	RYR2	chr28	+	10053062	10053162	10053062	10053147	10053868	10053965
A5SS	ENSBTAG00000022886	RYR2	chr28	+	10267635	10267779	10267635	10267761	10270375	10270649
A5SS	ENSBTAG00000022886	RYR2	chr28	+	10281157	10281344	10281157	10281334	10283081	10283179
A5SS	ENSBTAG00000022886	RYR2	chr28	+	10388121	10388268	10388121	10388256	10392465	10392578
A5SS	ENSBTAG00000022886	RYR2	chr28	+	10396698	10396866	10396698	10396815	10424522	10424622
A5SS	ENSBTAG00000022886	RYR2	chr28	+	10452845	10452968	10452845	10452950	10455765	10455847
A5SS	ENSBTAG00000022886	RYR2	chr28	+	10458336	10459634	10458336	10459528	10460390	10460595
A5SS	ENSBTAG00000022886	RYR2	chr28	+	10458336	10459673	10458336	10459634	10460433	10460595
A5SS	ENSBTAG00000022886	RYR2	chr28	+	10474363	10474497	10474363	10474488	10478318	10478379
A5SS	ENSBTAG00000015264	ITGAE	chr19	-	24398320	24398416	24398324	24398416	24396434	24396585
A5SS	ENSBTAG00000015264	ITGAE	chr19	-	24398320	24398416	24398324	24398416	24396497	24396593
A5SS	ENSBTAG00000015264	ITGAE	chr19	-	24418514	24418751	24418529	24418751	24417385	24417516
A5SS	ENSBTAG00000002896	KPNA6	chr1	-	158252003	158252096	158252021	158252096	158249718	158249815
A5SS	ENSBTAG00000002896	KPNA6	chr1	-	158252003	158252096	158252021	158252096	158249718	158249818
A5SS	ENSBTAG00000003956	SGCA	chr19	-	36490292	36490695	36490540	36490695	36488004	36488213
A5SS	ENSBTAG00000003956	SGCA	chr19	-	36490292	36490695	36490540	36490695	36489763	36489962
A5SS	ENSBTAG00000013281	SPATA21	chr2	+	135735758	135735960	135735758	135735936	135736389	135736414
A5SS	ENSBTAG00000024107	INPP5B	chr3	+	108016829	108017235	108016829	108016976	108035341	108035438
A5SS	ENSBTAG00000046961	NA	chr18	+	61474872	61475059	61474872	61475050	61475249	61475362
A5SS	ENSBTAG00000009906	DDX1	chr11	-	82697772	82697891	82697776	82697891	82696704	82696839
A5SS	ENSBTAG00000011713	NA	chr19	-	55954458	55954675	55954461	55954675	55953895	55954008
A5SS	ENSBTAG00000025210	COL4A2	chr12	+	85040119	85040215	85040119	85040188	85044980	85045061
A5SS	ENSBTAG00000025210	COL4A2	chr12	+	85143306	85143414	85143306	85143405	85144322	85144394
A5SS	ENSBTAG00000025425	RAB24	chr7	-	38773996	38774059	38774006	38774059	38770714	38770872
A5SS	ENSBTAG00000025425	RAB24	chr7	-	38773996	38774059	38774006	38774059	38773650	38773893
A5SS	ENSBTAG00000025425	RAB24	chr7	-	38774197	38774561	38774461	38774561	38773996	38774059
A5SS	ENSBTAG00000020327	ZNF410	chr10	+	85314564	85314692	85314564	85314659	85319262	85320048
A5SS	ENSBTAG00000007133	CUL2	chr13	+	18321887	18322308	18321887	18322253	18340687	18340828
A5SS	ENSBTAG00000008583	PALD1	chr28	+	26677155	26677883	26677155	26677481	26677989	26678167
A5SS	ENSBTAG00000008583	PALD1	chr28	+	26677155	26677883	26677155	26677481	26683518	26683627
A5SS	ENSBTAG00000008583	PALD1	chr28	+	26677155	26677883	26677155	26677481	26720042	26720256
A5SS	ENSBTAG00000021145	MAP4K1	chr18	-	48381666	48381960	48381893	48381960	48380693	48380758
A5SS	ENSBTAG00000021145	MAP4K1	chr18	-	48381666	48381960	48381893	48381960	48381464	48381555
A5SS	ENSBTAG00000013905	SMC3	chr26	+	31137184	31137256	31137184	31137249	31138465	31138544
A5SS	ENSBTAG00000013905	SMC3	chr26	+	31154513	31154666	31154513	31154651	31155912	31156064
A5SS	ENSBTAG00000000056	STRADA	chr19	-	47999251	47999331	47999275	47999331	47988946	47989049
A5SS	ENSBTAG00000000056	STRADA	chr19	-	48007239	48007680	48007528	48007680	47988946	47989049
A5SS	ENSBTAG00000000056	STRADA	chr19	-	47999251	47999331	47999275	47999331	47994612	47994641
A5SS	ENSBTAG00000000056	STRADA	chr19	-	47999251	47999331	47999275	47999331	47996791	47996849
A5SS	ENSBTAG00000000056	STRADA	chr19	-	48007239	48007680	48007528	48007680	47999251	47999331
A5SS	ENSBTAG00000049458	NA	chr17	+	43729594	43729696	43729594	43729692	43740411	43740476
A5SS	ENSBTAG00000020308	EIF4G2	chr15	+	41878310	41878569	41878310	41878415	41878888	41879093
A5SS	ENSBTAG00000038215	CLCA2	chr3	-	57621823	57622054	57621829	57622054	57619160	57619431
A5SS	ENSBTAG00000009899	CHID1	chr29	+	50492677	50492999	50492677	50492835	50496289	50496443
A5SS	ENSBTAG00000004286	CDC45	chr17	+	72724240	72724360	72724240	72724354	72724604	72724736
A5SS	ENSBTAG00000004286	CDC45	chr17	+	72724240	72724360	72724240	72724354	72724646	72724736
A5SS	ENSBTAG00000049722	TSACC	chr3	-	14485367	14486414	14486259	14486414	14478133	14479837
A5SS	ENSBTAG00000049722	TSACC	chr3	-	14485367	14486414	14486259	14486414	14481207	14481330
A5SS	ENSBTAG00000013411	ENO1	chr16	+	44558064	44558232	44558064	44558160	44561414	44561548
A5SS	ENSBTAG00000001506	HTT	chr6	-	115604164	115604395	115604181	115604395	115603793	115603894
A5SS	ENSBTAG00000001506	HTT	chr6	-	115638661	115638788	115638665	115638788	115638167	115638399
A5SS	ENSBTAG00000001506	HTT	chr6	-	115662044	115662154	115662077	115662154	115660938	115661090
A5SS	ENSBTAG00000001506	HTT	chr6	-	115672162	115672328	115672230	115672328	115670176	115670240
A5SS	ENSBTAG00000001506	HTT	chr6	-	115681530	115681611	115681565	115681611	115679441	115679826
A5SS	ENSBTAG00000010590	FAM118A	chr5	+	115726584	115726870	115726584	115726823	115728770	115728803
A5SS	ENSBTAG00000010590	FAM118A	chr5	+	115726584	115726870	115726584	115726823	115730483	115730567
A5SS	ENSBTAG00000052800	PNLIPRP1	chr26	+	37003697	37003865	37003697	37003856	37008841	37008905
A5SS	ENSBTAG00000011480	PITPNA	chr19	-	22666435	22666547	22666455	22666547	22660601	22660676
A5SS	ENSBTAG00000019510	EIF2B4	chr11	+	72296055	72296183	72296055	72296172	72296321	72296499
A5SS	ENSBTAG00000019510	EIF2B4	chr11	+	72296055	72296183	72296055	72296172	72296904	72297085
A5SS	ENSBTAG00000046152	MGAM	chr4	+	105295912	105296069	105295912	105295976	105299461	105299608
A5SS	ENSBTAG00000046152	MGAM	chr4	+	105314045	105314177	105314045	105314165	105314327	105314444
A5SS	ENSBTAG00000046152	MGAM	chr4	+	105353191	105353279	105353191	105353274	105354096	105354249
A5SS	ENSBTAG00000046152	MGAM	chr4	+	105355426	105355565	105355426	105355563	105356041	105356158
A5SS	ENSBTAG00000046152	MGAM	chr4	+	105355429	105355571	105355429	105355563	105356041	105356158
A5SS	ENSBTAG00000046152	MGAM	chr4	+	105355429	105355571	105355429	105355565	105356041	105356158
A5SS	ENSBTAG00000046152	MGAM	chr4	+	105358201	105358286	105358201	105358283	105359203	105359260
A5SS	ENSBTAG00000046152	MGAM	chr4	+	105358201	105358286	105358201	105358283	105363109	105363234
A5SS	ENSBTAG00000046152	MGAM	chr4	+	105358201	105358298	105358201	105358283	105363109	105363234
A5SS	ENSBTAG00000046152	MGAM	chr4	+	105358201	105358298	105358201	105358286	105363109	105363234
A5SS	ENSBTAG00000011156	ATP8A1	chr6	-	61297093	61297367	61297183	61297367	61290227	61290302
A5SS	ENSBTAG00000034501	CFI	chr6	+	15613507	15614525	15613507	15614049	15622071	15622119
A5SS	ENSBTAG00000034501	CFI	chr6	+	15640870	15640999	15640870	15640981	15649744	15649780
A5SS	ENSBTAG00000048506	NA	chrX	+	35276328	35277096	35276328	35276813	35278299	35278414
A5SS	ENSBTAG00000039328	PURG	chr27	-	27119423	27120311	27119432	27120311	27080810	27080936
A5SS	ENSBTAG00000039328	PURG	chr27	-	27119423	27120311	27119432	27120311	27095100	27095214
A5SS	ENSBTAG00000014511	C16H1orf159	chr16	+	51391983	51392387	51391983	51392072	51393568	51393644
A5SS	ENSBTAG00000014511	C16H1orf159	chr16	+	51391983	51392387	51391983	51392072	51396154	51396220
A5SS	ENSBTAG00000014511	C16H1orf159	chr16	+	51395760	51396220	51395760	51395847	51397645	51397780
A5SS	ENSBTAG00000003490	ELMO1	chr4	+	59867411	59868254	59867411	59868063	59979471	59979621
A5SS	ENSBTAG00000003490	ELMO1	chr4	+	59867411	59868254	59867411	59868063	60006327	60006368
A5SS	ENSBTAG00000003490	ELMO1	chr4	+	59867411	59868254	59867411	59868063	60054491	60054542
A5SS	ENSBTAG00000003490	ELMO1	chr4	+	59867411	59868254	59867411	59868063	60194783	60194892
A5SS	ENSBTAG00000031707	FRMD6	chr10	+	44533653	44533757	44533653	44533733	44534703	44534780
A5SS	ENSBTAG00000031707	FRMD6	chr10	+	44533653	44533757	44533653	44533733	44537431	44537618
A5SS	ENSBTAG00000017709	ATRNL1	chr26	+	35832956	35833035	35832956	35833026	35834917	35835075
A5SS	ENSBTAG00000007684	MSH3	chr7	+	80749059	80749266	80749059	80749263	80750898	80751019
A5SS	ENSBTAG00000007684	MSH3	chr7	+	80749059	80749266	80749059	80749263	80757975	80758193
A5SS	ENSBTAG00000007684	MSH3	chr7	+	80894349	80894508	80894349	80894507	80914863	80915050
A5SS	ENSBTAG00000006717	NA	chr25	+	19178065	19178182	19178065	19178167	19178500	19178618
A5SS	ENSBTAG00000006717	NA	chr25	+	19202591	19202777	19202591	19202773	19206635	19206782
